step,time,step time (ms)
5380,2016-02-11T00:58:38.722000,17.0531272888
5390,2016-02-11T00:58:38.988471,21.9919681549
5400,2016-02-11T00:58:39.176737,17.2791481018
5410,2016-02-11T00:58:39.367959,20.7250118256
5420,2016-02-11T00:58:39.557062,16.0698890686
5430,2016-02-11T00:58:39.735673,15.9869194031
5440,2016-02-11T00:58:39.988461,25.1967906952
5450,2016-02-11T00:58:40.246906,18.8670158386
5460,2016-02-11T00:58:40.451450,16.7331695557
5470,2016-02-11T00:58:40.675562,19.5419788361
5480,2016-02-11T00:58:40.868820,17.8740024567
5490,2016-02-11T00:58:41.060822,19.1249847412
5500,2016-02-11T00:58:49.615214,20.6809043884
5510,2016-02-11T00:58:49.807483,23.8888263702
5520,2016-02-11T00:58:50.100646,29.8180580139
5530,2016-02-11T00:58:50.336902,17.4748897552
5540,2016-02-11T00:58:50.518973,15.909910202
5550,2016-02-11T00:58:50.710823,19.5119380951
5560,2016-02-11T00:58:50.906357,17.4520015717
5570,2016-02-11T00:58:51.087840,16.6509151459
5580,2016-02-11T00:58:51.276451,17.1911716461
5590,2016-02-11T00:58:51.461613,22.3560333252
5600,2016-02-11T00:58:51.643828,15.4469013214
5610,2016-02-11T00:58:51.835631,16.8499946594
5620,2016-02-11T00:58:52.020475,16.1759853363
5630,2016-02-11T00:58:52.206488,19.7501182556
5640,2016-02-11T00:58:52.391595,16.7939662933
5650,2016-02-11T00:58:52.574951,18.3889865875
5660,2016-02-11T00:58:52.759031,15.9831047058
5670,2016-02-11T00:58:52.944214,19.2930698395
5680,2016-02-11T00:58:53.127243,16.8659687042
5690,2016-02-11T00:58:53.314991,16.3209438324
5700,2016-02-11T00:58:53.495666,16.8070793152
5710,2016-02-11T00:58:53.673305,18.2499885559
5720,2016-02-11T00:58:53.893598,16.4361000061
5730,2016-02-11T00:58:54.071528,16.2239074707
5740,2016-02-11T00:58:54.256001,19.052028656
5750,2016-02-11T00:58:54.433524,20.5011367798
5760,2016-02-11T00:58:54.616151,16.9179439545
5770,2016-02-11T00:58:54.801324,19.8259353638
5780,2016-02-11T00:58:55.070757,24.06001091
5790,2016-02-11T00:58:55.320184,21.3568210602
5800,2016-02-11T00:58:55.506236,19.1478729248
5810,2016-02-11T00:58:55.685130,16.4539813995
5820,2016-02-11T00:58:55.882534,16.2570476532
5830,2016-02-11T00:58:56.063436,17.1971321106
5840,2016-02-11T00:58:56.234838,18.8539028168
5850,2016-02-11T00:58:56.415331,19.9830532074
5860,2016-02-11T00:58:56.595363,15.5720710754
5870,2016-02-11T00:58:56.791335,19.3769931793
5880,2016-02-11T00:58:56.990688,18.7990665436
5890,2016-02-11T00:58:57.176656,17.8458690643
5900,2016-02-11T00:58:57.360023,15.7179832458
5910,2016-02-11T00:58:57.537710,18.0130004883
5920,2016-02-11T00:58:57.713920,17.7829265594
5930,2016-02-11T00:58:57.912836,19.2239284515
5940,2016-02-11T00:58:58.105703,17.3001289368
5950,2016-02-11T00:58:58.288497,19.4420814514
5960,2016-02-11T00:58:58.506837,19.9198722839
5970,2016-02-11T00:58:58.733992,20.6499099731
5980,2016-02-11T00:58:59.015927,19.9458599091
5990,2016-02-11T00:58:59.276711,25.7859230042
6000,2016-02-11T00:59:05.423603,19.0680027008
6010,2016-02-11T00:59:05.612688,16.9949531555
6020,2016-02-11T00:59:05.804284,21.674156189
6030,2016-02-11T00:59:06.004948,19.8578834534
6040,2016-02-11T00:59:06.194637,18.8848972321
6050,2016-02-11T00:59:07.007433,18.6672210693
6060,2016-02-11T00:59:07.196329,16.6580677032
6070,2016-02-11T00:59:07.386894,18.7609195709
6080,2016-02-11T00:59:07.575736,18.8338756561
6090,2016-02-11T00:59:07.754423,18.0418491364
6100,2016-02-11T00:59:07.956262,18.1040763855
6110,2016-02-11T00:59:08.148224,16.5450572968
6120,2016-02-11T00:59:08.334839,19.4809436798
6130,2016-02-11T00:59:08.520911,19.3068981171
6140,2016-02-11T00:59:08.714193,16.4639949799
6150,2016-02-11T00:59:08.953059,17.6320075989
6160,2016-02-11T00:59:09.145476,19.9909210205
6170,2016-02-11T00:59:09.340781,20.2372074127
6180,2016-02-11T00:59:09.537880,18.2211399078
6190,2016-02-11T00:59:09.724507,18.1679725647
6200,2016-02-11T00:59:09.983629,24.8959064484
6210,2016-02-11T00:59:10.246744,22.9439735413
6220,2016-02-11T00:59:10.442022,18.2301998138
6230,2016-02-11T00:59:10.644378,19.199848175
6240,2016-02-11T00:59:10.841323,21.6059684753
6250,2016-02-11T00:59:11.061074,20.7588672638
6260,2016-02-11T00:59:11.290569,19.9511051178
6270,2016-02-11T00:59:11.511136,21.2640762329
6280,2016-02-11T00:59:11.730866,18.6910629272
6290,2016-02-11T00:59:11.963542,22.8152275085
6300,2016-02-11T00:59:12.207462,22.1090316772
6310,2016-02-11T00:59:12.425621,20.6758975983
6320,2016-02-11T00:59:12.648044,20.6260681152
6330,2016-02-11T00:59:12.838639,19.2379951477
6340,2016-02-11T00:59:13.032011,16.4918899536
6350,2016-02-11T00:59:13.222861,21.4920043945
6360,2016-02-11T00:59:13.411582,17.0519351959
6370,2016-02-11T00:59:13.597291,15.7630443573
6380,2016-02-11T00:59:13.789080,16.9548988342
6390,2016-02-11T00:59:14.023965,19.4067955017
6400,2016-02-11T00:59:14.204802,20.3819274902
6410,2016-02-11T00:59:14.422044,20.8427906036
6420,2016-02-11T00:59:14.608438,19.3569660187
6430,2016-02-11T00:59:14.795161,16.7858600616
6440,2016-02-11T00:59:15.065842,25.2120494843
6450,2016-02-11T00:59:15.327452,16.9379711151
6460,2016-02-11T00:59:15.515328,20.3611850739
6470,2016-02-11T00:59:15.715107,22.3648548126
6480,2016-02-11T00:59:15.901468,18.6519622803
6490,2016-02-11T00:59:16.079383,15.9230232239
6500,2016-02-11T00:59:22.130068,19.6831226349
6510,2016-02-11T00:59:22.315889,16.697883606
6520,2016-02-11T00:59:22.500008,19.5579528809
6530,2016-02-11T00:59:22.717993,18.8131332397
6540,2016-02-11T00:59:22.924089,22.8838920593
6550,2016-02-11T00:59:23.124353,19.1659927368
6560,2016-02-11T00:59:23.312968,16.5050029755
6570,2016-02-11T00:59:23.505997,21.1970806122
6580,2016-02-11T00:59:23.697063,18.739938736
6590,2016-02-11T00:59:23.932855,19.9029445648
6600,2016-02-11T00:59:24.699415,19.7291374207
6610,2016-02-11T00:59:24.985780,26.3559818268
6620,2016-02-11T00:59:25.246752,24.6179103851
6630,2016-02-11T00:59:25.456077,16.8437957764
6640,2016-02-11T00:59:25.645091,17.2290802002
6650,2016-02-11T00:59:25.845769,17.8689956665
6660,2016-02-11T00:59:26.029164,15.8531665802
6670,2016-02-11T00:59:26.221237,19.8121070862
6680,2016-02-11T00:59:26.416511,17.8310871124
6690,2016-02-11T00:59:26.599528,17.462015152
6700,2016-02-11T00:59:26.781144,18.317937851
6710,2016-02-11T00:59:26.977121,16.3290500641
6720,2016-02-11T00:59:27.159674,16.6680812836
6730,2016-02-11T00:59:27.355088,18.0380344391
6740,2016-02-11T00:59:27.544187,16.3218975067
6750,2016-02-11T00:59:27.734344,23.12707901
6760,2016-02-11T00:59:27.919897,19.7927951813
6770,2016-02-11T00:59:28.104588,18.1639194489
6780,2016-02-11T00:59:28.292118,19.2720890045
6790,2016-02-11T00:59:28.477512,18.8939571381
6800,2016-02-11T00:59:28.658274,18.9850330353
6810,2016-02-11T00:59:28.880365,30.1880836487
6820,2016-02-11T00:59:29.080355,19.2110538483
6830,2016-02-11T00:59:29.266313,19.2368030548
6840,2016-02-11T00:59:29.446331,16.8550014496
6850,2016-02-11T00:59:29.630605,19.5310115814
6860,2016-02-11T00:59:29.836673,30.5869579315
6870,2016-02-11T00:59:30.110519,23.4971046448
6880,2016-02-11T00:59:30.346474,16.6020393372
6890,2016-02-11T00:59:30.552141,22.1490859985
6900,2016-02-11T00:59:30.738623,19.364118576
6910,2016-02-11T00:59:30.933652,18.8908576965
6920,2016-02-11T00:59:31.118775,16.685962677
6930,2016-02-11T00:59:31.298046,16.4921283722
6940,2016-02-11T00:59:31.488712,18.5930728912
6950,2016-02-11T00:59:31.671816,19.7319984436
6960,2016-02-11T00:59:31.866683,16.82305336
6970,2016-02-11T00:59:32.059882,19.6189880371
6980,2016-02-11T00:59:32.238155,17.4009799957
6990,2016-02-11T00:59:32.413392,16.5200233459
7000,2016-02-11T00:59:40.758220,17.1399116516
7010,2016-02-11T00:59:40.951638,16.6628360748
7020,2016-02-11T00:59:41.134182,16.6780948639
7030,2016-02-11T00:59:41.307481,16.6370868683
7040,2016-02-11T00:59:41.492510,18.9299583435
7050,2016-02-11T00:59:41.676423,19.4990634918
7060,2016-02-11T00:59:41.869051,16.3609981537
7070,2016-02-11T00:59:42.051119,19.39702034
7080,2016-02-11T00:59:42.237831,18.2919502258
7090,2016-02-11T00:59:42.412231,16.1139965057
7100,2016-02-11T00:59:42.603815,17.3799991608
7110,2016-02-11T00:59:42.790820,16.3531303406
7120,2016-02-11T00:59:42.979089,17.9061889648
7130,2016-02-11T00:59:43.165104,21.7599868774
7140,2016-02-11T00:59:43.346111,16.5560245514
7150,2016-02-11T00:59:44.147210,16.7100429535
7160,2016-02-11T00:59:44.332782,15.8579349518
7170,2016-02-11T00:59:44.503322,15.1748657227
7180,2016-02-11T00:59:44.684382,18.4109210968
7190,2016-02-11T00:59:44.910682,31.996011734
7200,2016-02-11T00:59:45.154287,22.6061344147
7210,2016-02-11T00:59:45.380305,17.7299976349
7220,2016-02-11T00:59:45.564848,16.2501335144
7230,2016-02-11T00:59:45.743806,19.1841125488
7240,2016-02-11T00:59:45.941091,17.9839134216
7250,2016-02-11T00:59:46.121598,18.3990001678
7260,2016-02-11T00:59:46.299840,17.0791149139
7270,2016-02-11T00:59:46.488096,20.0111865997
7280,2016-02-11T00:59:46.684699,20.9310054779
7290,2016-02-11T00:59:46.873948,17.510175705
7300,2016-02-11T00:59:47.055465,18.8181400299
7310,2016-02-11T00:59:47.233992,17.6270008087
7320,2016-02-11T00:59:47.418352,19.0041065216
7330,2016-02-11T00:59:47.595929,20.3909873962
7340,2016-02-11T00:59:47.776601,16.3650512695
7350,2016-02-11T00:59:47.965260,19.6108818054
7360,2016-02-11T00:59:48.146473,16.9959068298
7370,2016-02-11T00:59:48.328137,17.1599388123
7380,2016-02-11T00:59:48.507732,18.8341140747
7390,2016-02-11T00:59:48.685132,18.0680751801
7400,2016-02-11T00:59:48.903986,47.8768348694
7410,2016-02-11T00:59:49.135934,15.2630805969
7420,2016-02-11T00:59:49.320694,17.4310207367
7430,2016-02-11T00:59:49.503139,16.9620513916
7440,2016-02-11T00:59:49.679723,17.9400444031
7450,2016-02-11T00:59:49.911243,38.4459495544
7460,2016-02-11T00:59:50.161297,25.955915451
7470,2016-02-11T00:59:50.380088,16.0181522369
7480,2016-02-11T00:59:50.570029,18.1450843811
7490,2016-02-11T00:59:50.750683,16.1831378937
7500,2016-02-11T00:59:56.631471,19.6931362152
7510,2016-02-11T00:59:56.820136,27.312040329
7520,2016-02-11T00:59:57.000084,18.6200141907
7530,2016-02-11T00:59:57.179717,16.343832016
7540,2016-02-11T00:59:57.358053,18.3310508728
7550,2016-02-11T00:59:57.538511,18.9468860626
7560,2016-02-11T00:59:57.714354,16.5059566498
7570,2016-02-11T00:59:57.899797,19.5708274841
7580,2016-02-11T00:59:58.085635,18.0640220642
7590,2016-02-11T00:59:58.271100,15.6059265137
7600,2016-02-11T00:59:58.447137,18.317937851
7610,2016-02-11T00:59:58.632944,19.1760063171
7620,2016-02-11T00:59:58.815659,18.9430713654
7630,2016-02-11T00:59:59.053621,16.6029930115
7640,2016-02-11T00:59:59.232853,18.1789398193
7650,2016-02-11T00:59:59.407501,15.2978897095
7660,2016-02-11T00:59:59.590043,19.504070282
7670,2016-02-11T00:59:59.772194,18.8779830933
7680,2016-02-11T01:00:00.076695,26.23295784
7690,2016-02-11T01:00:00.337956,19.3340778351
7700,2016-02-11T01:00:01.161645,21.1160182953
7710,2016-02-11T01:00:01.334634,16.1960124969
7720,2016-02-11T01:00:01.511644,18.3129310608
7730,2016-02-11T01:00:01.688810,16.0257816315
7740,2016-02-11T01:00:01.882290,17.8549289703
7750,2016-02-11T01:00:02.065508,16.6900157928
7760,2016-02-11T01:00:02.238897,15.8231258392
7770,2016-02-11T01:00:02.422137,18.6700820923
7780,2016-02-11T01:00:02.602765,15.6559944153
7790,2016-02-11T01:00:02.776798,16.1240100861
7800,2016-02-11T01:00:02.965392,15.1400566101
7810,2016-02-11T01:00:03.143023,18.4330940247
7820,2016-02-11T01:00:03.321347,18.0168151855
7830,2016-02-11T01:00:03.507259,17.2829627991
7840,2016-02-11T01:00:03.691676,16.9460773468
7850,2016-02-11T01:00:03.923620,37.1470451355
7860,2016-02-11T01:00:04.112333,15.7191753387
7870,2016-02-11T01:00:04.298919,20.0278759003
7880,2016-02-11T01:00:04.479715,17.0121192932
7890,2016-02-11T01:00:04.657640,18.4841156006
7900,2016-02-11T01:00:04.877415,35.0730419159
7910,2016-02-11T01:00:05.149372,21.3060379028
7920,2016-02-11T01:00:05.376451,19.0658569336
7930,2016-02-11T01:00:05.551754,16.205072403
7940,2016-02-11T01:00:05.729068,15.8848762512
7950,2016-02-11T01:00:05.918052,18.9549922943
7960,2016-02-11T01:00:06.099041,16.2768363953
7970,2016-02-11T01:00:06.271718,15.7949924469
7980,2016-02-11T01:00:06.449249,18.431186676
7990,2016-02-11T01:00:06.639587,21.7671394348
8000,2016-02-11T01:00:12.875171,19.5960998535
8010,2016-02-11T01:00:13.115028,21.8648910522
8020,2016-02-11T01:00:13.345624,21.6379165649
8030,2016-02-11T01:00:13.567968,21.2450027466
8040,2016-02-11T01:00:13.805278,21.5919017792
8050,2016-02-11T01:00:14.065407,27.2691249847
8060,2016-02-11T01:00:14.297830,20.5860137939
8070,2016-02-11T01:00:14.546157,23.4220027924
8080,2016-02-11T01:00:14.782618,20.7829475403
8090,2016-02-11T01:00:15.055522,26.9351005554
8100,2016-02-11T01:00:15.300191,26.4549255371
8110,2016-02-11T01:00:15.557266,24.9090194702
8120,2016-02-11T01:00:15.783421,22.9902267456
8130,2016-02-11T01:00:16.137390,29.1011333466
8140,2016-02-11T01:00:16.375378,23.1568813324
8150,2016-02-11T01:00:16.605104,23.5328674316
8160,2016-02-11T01:00:16.859603,22.0150947571
8170,2016-02-11T01:00:17.094168,18.7089443207
8180,2016-02-11T01:00:17.338376,24.3060588837
8190,2016-02-11T01:00:17.562801,22.9959487915
8200,2016-02-11T01:00:17.792836,24.5590209961
8210,2016-02-11T01:00:18.040773,22.6910114288
8220,2016-02-11T01:00:18.284273,19.9108123779
8230,2016-02-11T01:00:18.580290,21.6500759125
8240,2016-02-11T01:00:18.816414,30.1139354706
8250,2016-02-11T01:00:19.731206,15.5839920044
8260,2016-02-11T01:00:19.951116,18.3510780334
8270,2016-02-11T01:00:20.124133,16.4229869843
8280,2016-02-11T01:00:20.315892,18.2108879089
8290,2016-02-11T01:00:20.524335,18.1109905243
8300,2016-02-11T01:00:20.717961,23.3609676361
8310,2016-02-11T01:00:21.043725,31.5179824829
8320,2016-02-11T01:00:21.257368,17.4870491028
8330,2016-02-11T01:00:21.430397,17.5659656525
8340,2016-02-11T01:00:21.611220,17.6389217377
8350,2016-02-11T01:00:21.783498,16.0479545593
8360,2016-02-11T01:00:21.983475,16.6120529175
8370,2016-02-11T01:00:22.159778,16.0238742828
8380,2016-02-11T01:00:22.337170,15.0799751282
8390,2016-02-11T01:00:22.512142,15.930891037
8400,2016-02-11T01:00:22.683699,16.685962677
8410,2016-02-11T01:00:22.892224,18.886089325
8420,2016-02-11T01:00:23.072821,18.4760093689
8430,2016-02-11T01:00:23.256818,17.970085144
8440,2016-02-11T01:00:23.473725,21.7509269714
8450,2016-02-11T01:00:23.691713,18.7361240387
8460,2016-02-11T01:00:23.905482,19.3979740143
8470,2016-02-11T01:00:24.095928,18.4330940247
8480,2016-02-11T01:00:24.306335,16.1008834839
8490,2016-02-11T01:00:24.491752,18.4500217438
8500,2016-02-11T01:00:33.887567,16.9191360474
8510,2016-02-11T01:00:34.065773,15.7709121704
8520,2016-02-11T01:00:34.243830,15.9149169922
8530,2016-02-11T01:00:34.426686,17.6420211792
8540,2016-02-11T01:00:34.611832,19.6299552917
8550,2016-02-11T01:00:34.801571,19.0889835358
8560,2016-02-11T01:00:35.058252,20.5330848694
8570,2016-02-11T01:00:35.296893,26.3390541077
8580,2016-02-11T01:00:35.525107,20.9860801697
8590,2016-02-11T01:00:35.766476,45.3128814697
8600,2016-02-11T01:00:36.159525,25.209903717
8610,2016-02-11T01:00:36.347667,17.1477794647
8620,2016-02-11T01:00:36.532427,19.0110206604
8630,2016-02-11T01:00:36.724367,18.9120769501
8640,2016-02-11T01:00:36.935316,21.5001106262
8650,2016-02-11T01:00:37.117914,15.506029129
8660,2016-02-11T01:00:37.297750,23.3240127563
8670,2016-02-11T01:00:37.515084,19.4120407104
8680,2016-02-11T01:00:37.694559,20.8170413971
8690,2016-02-11T01:00:37.896639,16.1740779877
8700,2016-02-11T01:00:38.069913,16.6811943054
8710,2016-02-11T01:00:38.243327,18.914937973
8720,2016-02-11T01:00:38.424150,19.6130275726
8730,2016-02-11T01:00:38.602257,15.8309936523
8740,2016-02-11T01:00:38.779699,16.0040855408
8750,2016-02-11T01:00:38.963849,17.8070068359
8760,2016-02-11T01:00:39.150644,20.133972168
8770,2016-02-11T01:00:39.339342,16.4270401001
8780,2016-02-11T01:00:39.525465,18.3429718018
8790,2016-02-11T01:00:39.735940,22.5229263306
8800,2016-02-11T01:00:40.830671,39.2739772797
8810,2016-02-11T01:00:41.115316,29.2761325836
8820,2016-02-11T01:00:41.338320,19.7730064392
8830,2016-02-11T01:00:41.515528,16.2289142609
8840,2016-02-11T01:00:41.695129,16.6668891907
8850,2016-02-11T01:00:41.877127,17.8480148315
8860,2016-02-11T01:00:42.060176,16.1361694336
8870,2016-02-11T01:00:42.237649,18.3579921722
8880,2016-02-11T01:00:42.438569,18.0108547211
8890,2016-02-11T01:00:42.620573,20.3971862793
8900,2016-02-11T01:00:42.815767,19.7949409485
8910,2016-02-11T01:00:43.005336,19.248008728
8920,2016-02-11T01:00:43.179568,18.904209137
8930,2016-02-11T01:00:43.360304,18.7938213348
8940,2016-02-11T01:00:43.547784,15.4011249542
8950,2016-02-11T01:00:43.728275,16.4630413055
8960,2016-02-11T01:00:43.910670,16.6490077972
8970,2016-02-11T01:00:44.094909,15.8388614655
8980,2016-02-11T01:00:44.273854,19.5150375366
8990,2016-02-11T01:00:44.457086,18.2209014893
9000,2016-02-11T01:00:50.477022,18.1601047516
9010,2016-02-11T01:00:50.658428,16.6409015656
9020,2016-02-11T01:00:50.868148,26.948928833
9030,2016-02-11T01:00:51.132553,29.0567874908
9040,2016-02-11T01:00:51.352210,22.7699279785
9050,2016-02-11T01:00:51.533140,16.1590576172
9060,2016-02-11T01:00:51.715175,19.3250179291
9070,2016-02-11T01:00:51.900456,15.8078670502
9080,2016-02-11T01:00:52.088343,18.5639858246
9090,2016-02-11T01:00:52.275014,18.4981822968
9100,2016-02-11T01:00:52.452658,17.7199840546
9110,2016-02-11T01:00:52.629840,18.6231136322
9120,2016-02-11T01:00:52.813035,18.895149231
9130,2016-02-11T01:00:52.995773,16.3261890411
9140,2016-02-11T01:00:53.171324,16.5729522705
9150,2016-02-11T01:00:53.391778,23.6828327179
9160,2016-02-11T01:00:53.598214,17.8589820862
9170,2016-02-11T01:00:53.768401,17.7738666534
9180,2016-02-11T01:00:53.949131,18.0060863495
9190,2016-02-11T01:00:54.131009,16.6480541229
9200,2016-02-11T01:00:54.311796,18.4600353241
9210,2016-02-11T01:00:54.494958,16.5519714355
9220,2016-02-11T01:00:54.669559,15.8720016479
9230,2016-02-11T01:00:54.898923,28.0780792236
9240,2016-02-11T01:00:55.088016,17.9631710052
9250,2016-02-11T01:00:55.259662,16.2959098816
9260,2016-02-11T01:00:55.444155,18.9390182495
9270,2016-02-11T01:00:55.633493,17.7528858185
9280,2016-02-11T01:00:55.814953,22.6509571075
9290,2016-02-11T01:00:56.077384,25.4950523376
9300,2016-02-11T01:00:56.315224,20.2729701996
9310,2016-02-11T01:00:56.518305,15.9919261932
9320,2016-02-11T01:00:56.702453,18.4578895569
9330,2016-02-11T01:00:56.890034,18.6529159546
9340,2016-02-11T01:00:57.067541,15.8679485321
9350,2016-02-11T01:00:57.815243,15.8398151398
9360,2016-02-11T01:00:58.004687,18.2700157166
9370,2016-02-11T01:00:58.182882,17.7059173584
9380,2016-02-11T01:00:58.371865,17.5440311432
9390,2016-02-11T01:00:58.554036,18.7621116638
9400,2016-02-11T01:00:58.737737,16.3979530334
9410,2016-02-11T01:00:58.918862,18.0099010468
9420,2016-02-11T01:00:59.106009,16.4380073547
9430,2016-02-11T01:00:59.293798,17.993927002
9440,2016-02-11T01:00:59.471608,16.3600444794
9450,2016-02-11T01:00:59.651942,19.3657875061
9460,2016-02-11T01:00:59.878194,40.1668548584
9470,2016-02-11T01:01:00.074657,17.9679393768
9480,2016-02-11T01:01:00.258740,19.3378925323
9490,2016-02-11T01:01:00.436977,18.9979076385
9500,2016-02-11T01:01:06.638313,34.2900753021
9510,2016-02-11T01:01:06.910414,24.9478816986
9520,2016-02-11T01:01:07.094052,19.3209648132
9530,2016-02-11T01:01:07.272203,15.2530670166
9540,2016-02-11T01:01:07.448450,17.9369449615
9550,2016-02-11T01:01:07.633209,16.1559581757
9560,2016-02-11T01:01:07.816754,17.1201229095
9570,2016-02-11T01:01:08.007462,18.0571079254
9580,2016-02-11T01:01:08.189104,20.6849575043
9590,2016-02-11T01:01:08.373709,18.6920166016
9600,2016-02-11T01:01:08.559780,18.8682079315
9610,2016-02-11T01:01:08.740239,15.8920288086
9620,2016-02-11T01:01:08.920289,18.1059837341
9630,2016-02-11T01:01:09.106100,15.5658721924
9640,2016-02-11T01:01:09.291458,17.4169540405
9650,2016-02-11T01:01:09.473876,18.100976944
9660,2016-02-11T01:01:09.654087,18.9349651337
9670,2016-02-11T01:01:09.859275,19.8800563812
9680,2016-02-11T01:01:10.056374,15.8500671387
9690,2016-02-11T01:01:10.230260,15.997171402
9700,2016-02-11T01:01:10.409294,16.0958766937
9710,2016-02-11T01:01:10.592360,20.6229686737
9720,2016-02-11T01:01:10.773628,19.3350315094
9730,2016-02-11T01:01:11.061960,39.3099784851
9740,2016-02-11T01:01:11.333507,25.1488685608
9750,2016-02-11T01:01:11.587275,21.3129520416
9760,2016-02-11T01:01:11.772757,18.2690620422
9770,2016-02-11T01:01:11.954805,19.1240310669
9780,2016-02-11T01:01:12.230361,29.4559001923
9790,2016-02-11T01:01:12.428805,17.3900127411
9800,2016-02-11T01:01:12.607274,15.9800052643
9810,2016-02-11T01:01:12.791240,16.1869525909
9820,2016-02-11T01:01:12.974120,16.4759159088
9830,2016-02-11T01:01:13.154709,16.2920951843
9840,2016-02-11T01:01:13.332198,17.853975296
9850,2016-02-11T01:01:13.526050,18.2619094849
9860,2016-02-11T01:01:13.709301,18.0339813232
9870,2016-02-11T01:01:13.892500,16.205072403
9880,2016-02-11T01:01:14.081080,18.4848308563
9890,2016-02-11T01:01:14.261832,16.7629718781
9900,2016-02-11T01:01:15.195901,17.5127983093
9910,2016-02-11T01:01:15.372099,15.4871940613
9920,2016-02-11T01:01:15.554966,18.1019306183
9930,2016-02-11T01:01:15.735665,15.8929824829
9940,2016-02-11T01:01:16.010287,24.6851444244
9950,2016-02-11T01:01:16.284254,23.4391689301
9960,2016-02-11T01:01:16.532989,20.0018882751
9970,2016-02-11T01:01:16.708402,18.3329582214
9980,2016-02-11T01:01:16.898022,16.8390274048
9990,2016-02-11T01:01:17.078967,17.9200172424
10000,2016-02-11T01:01:23.451469,17.4689292908
10010,2016-02-11T01:01:23.628714,18.2321071625
10020,2016-02-11T01:01:23.812433,16.06798172
10030,2016-02-11T01:01:24.004758,20.0550556183
10040,2016-02-11T01:01:24.200167,19.6971893311
10050,2016-02-11T01:01:24.383615,16.7119503021
10060,2016-02-11T01:01:24.560578,15.9049034119
10070,2016-02-11T01:01:24.743356,16.1528587341
10080,2016-02-11T01:01:24.955781,20.1108455658
10090,2016-02-11T01:01:25.132249,16.8228149414
10100,2016-02-11T01:01:25.313947,17.3749923706
10110,2016-02-11T01:01:25.501690,21.5938091278
10120,2016-02-11T01:01:25.678464,17.9131031036
10130,2016-02-11T01:01:25.913003,36.0891819
10140,2016-02-11T01:01:26.207286,24.9779224396
10150,2016-02-11T01:01:26.463912,18.8868045807
10160,2016-02-11T01:01:26.656208,16.0291194916
10170,2016-02-11T01:01:26.843154,19.5388793945
10180,2016-02-11T01:01:27.027488,18.8570022583
10190,2016-02-11T01:01:27.233015,17.5681114197
10200,2016-02-11T01:01:27.427599,17.9150104523
10210,2016-02-11T01:01:27.608135,18.8241004944
10220,2016-02-11T01:01:27.782796,16.2990093231
10230,2016-02-11T01:01:27.972465,19.6959972382
10240,2016-02-11T01:01:28.162303,26.1089801788
10250,2016-02-11T01:01:28.366420,15.6350135803
10260,2016-02-11T01:01:28.551127,18.5739994049
10270,2016-02-11T01:01:28.729698,17.5538063049
10280,2016-02-11T01:01:28.917676,22.7370262146
10290,2016-02-11T01:01:29.099145,16.6120529175
10300,2016-02-11T01:01:29.283650,19.1950798035
10310,2016-02-11T01:01:29.464069,17.4908638
10320,2016-02-11T01:01:29.642873,17.5709724426
10330,2016-02-11T01:01:29.839371,35.4959964752
10340,2016-02-11T01:01:30.034495,17.9498195648
10350,2016-02-11T01:01:30.206727,18.0621147156
10360,2016-02-11T01:01:30.386399,16.1030292511
10370,2016-02-11T01:01:30.567405,15.4409408569
10380,2016-02-11T01:01:30.760441,17.2529220581
10390,2016-02-11T01:01:31.010618,25.4979133606
10400,2016-02-11T01:01:31.284322,28.2309055328
10410,2016-02-11T01:01:31.577010,24.0449905396
10420,2016-02-11T01:01:31.753917,16.9291496277
10430,2016-02-11T01:01:31.934210,15.4459476471
10440,2016-02-11T01:01:32.109606,17.35496521
10450,2016-02-11T01:01:32.972880,26.2889862061
10460,2016-02-11T01:01:33.160376,15.6178474426
10470,2016-02-11T01:01:33.340400,18.501996994
10480,2016-02-11T01:01:33.537388,29.8750400543
10490,2016-02-11T01:01:33.758298,19.5751190186
10500,2016-02-11T01:01:43.403939,18.2249546051
10510,2016-02-11T01:01:43.596475,24.1410732269
10520,2016-02-11T01:01:43.774957,16.0441398621
10530,2016-02-11T01:01:43.959403,19.0482139587
10540,2016-02-11T01:01:44.138833,15.9950256348
10550,2016-02-11T01:01:44.314086,19.0088748932
10560,2016-02-11T01:01:44.505351,18.9778804779
10570,2016-02-11T01:01:44.689718,16.8900489807
10580,2016-02-11T01:01:44.907514,30.1539897919
10590,2016-02-11T01:01:45.098214,15.967130661
10600,2016-02-11T01:01:45.291560,19.7041034698
10610,2016-02-11T01:01:45.460055,16.410112381
10620,2016-02-11T01:01:45.643205,17.639875412
10630,2016-02-11T01:01:45.844575,31.8868160248
10640,2016-02-11T01:01:46.106287,22.3767757416
10650,2016-02-11T01:01:46.341407,22.4978923798
10660,2016-02-11T01:01:46.563787,16.695022583
10670,2016-02-11T01:01:46.747319,16.8559551239
10680,2016-02-11T01:01:46.928897,18.7819004059
10690,2016-02-11T01:01:47.111522,16.725063324
10700,2016-02-11T01:01:47.307724,18.8100337982
10710,2016-02-11T01:01:47.491579,21.2049484253
10720,2016-02-11T01:01:47.678571,19.8822021484
10730,2016-02-11T01:01:47.860793,18.3370113373
10740,2016-02-11T01:01:48.046162,18.137216568
10750,2016-02-11T01:01:48.225002,18.846988678
10760,2016-02-11T01:01:48.404933,16.1521434784
10770,2016-02-11T01:01:48.591523,16.6511535645
