step,time,train logp
5340,2016-02-11T00:58:37.963525,-199.341125488
5350,2016-02-11T00:58:38.148489,-204.447418213
5360,2016-02-11T00:58:38.342231,-205.699920654
5370,2016-02-11T00:58:38.540876,-197.577697754
5380,2016-02-11T00:58:38.721937,-207.350463867
5390,2016-02-11T00:58:38.988416,-192.915786743
5400,2016-02-11T00:58:39.176708,-194.288238525
5410,2016-02-11T00:58:39.367928,-208.17300415
5420,2016-02-11T00:58:39.557030,-201.493179321
5430,2016-02-11T00:58:39.735637,-206.569885254
5440,2016-02-11T00:58:39.988433,-208.069747925
5450,2016-02-11T00:58:40.246877,-202.592437744
5460,2016-02-11T00:58:40.451423,-214.111587524
5470,2016-02-11T00:58:40.675535,-206.22505188
5480,2016-02-11T00:58:40.868730,-201.93989563
5490,2016-02-11T00:58:41.060794,-205.640228271
5500,2016-02-11T00:58:49.615192,-206.709533691
5510,2016-02-11T00:58:49.807453,-212.588790894
5520,2016-02-11T00:58:50.100609,-207.267501831
5530,2016-02-11T00:58:50.336875,-201.700256348
5540,2016-02-11T00:58:50.518951,-208.169006348
5550,2016-02-11T00:58:50.710795,-205.724655151
5560,2016-02-11T00:58:50.906326,-199.852096558
5570,2016-02-11T00:58:51.087812,-203.759048462
5580,2016-02-11T00:58:51.276393,-201.783203125
5590,2016-02-11T00:58:51.461582,-200.261138916
5600,2016-02-11T00:58:51.643803,-209.777755737
5610,2016-02-11T00:58:51.835605,-206.774353027
5620,2016-02-11T00:58:52.020446,-197.196075439
5630,2016-02-11T00:58:52.206465,-204.466186523
5640,2016-02-11T00:58:52.391568,-192.053665161
5650,2016-02-11T00:58:52.574923,-187.463775635
5660,2016-02-11T00:58:52.759010,-200.793960571
5670,2016-02-11T00:58:52.944170,-207.126815796
5680,2016-02-11T00:58:53.127152,-200.523254395
5690,2016-02-11T00:58:53.314966,-190.599304199
5700,2016-02-11T00:58:53.495629,-204.797103882
5710,2016-02-11T00:58:53.673263,-201.724319458
5720,2016-02-11T00:58:53.893568,-201.483612061
5730,2016-02-11T00:58:54.071499,-196.703826904
5740,2016-02-11T00:58:54.255974,-201.263717651
5750,2016-02-11T00:58:54.433488,-192.78453064
5760,2016-02-11T00:58:54.616125,-193.987579346
5770,2016-02-11T00:58:54.801288,-194.982543945
5780,2016-02-11T00:58:55.070684,-202.68548584
5790,2016-02-11T00:58:55.320156,-207.084533691
5800,2016-02-11T00:58:55.506214,-198.51763916
5810,2016-02-11T00:58:55.685103,-193.093521118
5820,2016-02-11T00:58:55.882513,-201.838684082
5830,2016-02-11T00:58:56.063402,-204.114257812
5840,2016-02-11T00:58:56.234812,-192.882171631
5850,2016-02-11T00:58:56.415305,-195.336288452
5860,2016-02-11T00:58:56.595340,-205.842330933
5870,2016-02-11T00:58:56.791309,-200.498519897
5880,2016-02-11T00:58:56.990634,-202.915542603
5890,2016-02-11T00:58:57.176630,-201.22203064
5900,2016-02-11T00:58:57.359996,-196.136138916
5910,2016-02-11T00:58:57.537687,-208.382827759
5920,2016-02-11T00:58:57.713898,-204.937591553
5930,2016-02-11T00:58:57.912810,-195.887924194
5940,2016-02-11T00:58:58.105681,-205.823684692
5950,2016-02-11T00:58:58.288462,-192.653045654
5960,2016-02-11T00:58:58.506809,-199.483337402
5970,2016-02-11T00:58:58.733964,-198.30456543
5980,2016-02-11T00:58:59.015862,-194.320709229
5990,2016-02-11T00:58:59.276680,-203.39112854
6000,2016-02-11T00:59:05.423576,-198.835021973
6010,2016-02-11T00:59:05.612646,-201.673522949
6020,2016-02-11T00:59:05.804253,-201.716751099
6030,2016-02-11T00:59:06.004915,-198.32484436
6040,2016-02-11T00:59:06.194608,-202.141311646
6050,2016-02-11T00:59:07.007407,-199.016647339
6060,2016-02-11T00:59:07.196295,-197.856369019
6070,2016-02-11T00:59:07.386863,-203.434646606
6080,2016-02-11T00:59:07.575642,-202.124557495
6090,2016-02-11T00:59:07.754396,-198.328598022
6100,2016-02-11T00:59:07.956227,-207.229293823
6110,2016-02-11T00:59:08.148178,-194.349304199
6120,2016-02-11T00:59:08.334803,-198.939331055
6130,2016-02-11T00:59:08.520876,-201.16456604
6140,2016-02-11T00:59:08.714166,-195.167602539
6150,2016-02-11T00:59:08.953023,-193.489196777
6160,2016-02-11T00:59:09.145433,-199.575073242
6170,2016-02-11T00:59:09.340752,-192.992660522
6180,2016-02-11T00:59:09.537780,-196.52204895
6190,2016-02-11T00:59:09.724480,-190.3046875
6200,2016-02-11T00:59:09.983591,-196.58392334
6210,2016-02-11T00:59:10.246717,-199.002838135
6220,2016-02-11T00:59:10.441994,-195.013748169
6230,2016-02-11T00:59:10.644350,-194.477554321
6240,2016-02-11T00:59:10.841275,-200.216430664
6250,2016-02-11T00:59:11.061040,-203.414703369
6260,2016-02-11T00:59:11.290543,-195.185134888
6270,2016-02-11T00:59:11.511108,-209.914108276
6280,2016-02-11T00:59:11.730814,-195.664291382
6290,2016-02-11T00:59:11.963520,-187.467559814
6300,2016-02-11T00:59:12.207430,-190.696243286
6310,2016-02-11T00:59:12.425590,-193.609664917
6320,2016-02-11T00:59:12.648016,-199.688049316
6330,2016-02-11T00:59:12.838616,-191.449035645
6340,2016-02-11T00:59:13.031973,-198.020599365
6350,2016-02-11T00:59:13.222830,-193.384765625
6360,2016-02-11T00:59:13.411556,-192.732192993
6370,2016-02-11T00:59:13.597262,-202.132019043
6380,2016-02-11T00:59:13.789000,-195.154205322
6390,2016-02-11T00:59:14.023937,-187.716094971
6400,2016-02-11T00:59:14.204774,-196.800338745
6410,2016-02-11T00:59:14.422011,-190.041244507
6420,2016-02-11T00:59:14.608407,-186.140060425
6430,2016-02-11T00:59:14.795134,-190.01701355
6440,2016-02-11T00:59:15.065801,-199.794647217
6450,2016-02-11T00:59:15.327413,-190.553909302
6460,2016-02-11T00:59:15.515294,-199.20954895
6470,2016-02-11T00:59:15.715072,-192.576965332
6480,2016-02-11T00:59:15.901372,-203.071289062
6490,2016-02-11T00:59:16.079355,-193.754669189
6500,2016-02-11T00:59:22.130045,-189.949142456
6510,2016-02-11T00:59:22.315858,-193.365280151
6520,2016-02-11T00:59:22.499980,-191.954544067
6530,2016-02-11T00:59:22.717946,-188.974380493
6540,2016-02-11T00:59:22.924059,-202.157409668
6550,2016-02-11T00:59:23.124318,-195.880523682
6560,2016-02-11T00:59:23.312945,-188.178482056
6570,2016-02-11T00:59:23.505952,-200.275741577
6580,2016-02-11T00:59:23.696976,-189.940246582
6590,2016-02-11T00:59:23.932834,-189.538864136
6600,2016-02-11T00:59:24.699387,-193.404495239
6610,2016-02-11T00:59:24.985733,-200.204589844
6620,2016-02-11T00:59:25.246714,-196.336486816
6630,2016-02-11T00:59:25.456049,-192.229644775
6640,2016-02-11T00:59:25.645069,-195.988723755
6650,2016-02-11T00:59:25.845747,-191.862091064
6660,2016-02-11T00:59:26.029139,-189.813980103
6670,2016-02-11T00:59:26.221202,-187.542297363
6680,2016-02-11T00:59:26.416439,-195.298812866
6690,2016-02-11T00:59:26.599501,-188.247512817
6700,2016-02-11T00:59:26.781116,-190.886779785
6710,2016-02-11T00:59:26.977087,-197.404388428
6720,2016-02-11T00:59:27.159650,-190.748413086
6730,2016-02-11T00:59:27.355059,-198.524856567
6740,2016-02-11T00:59:27.544159,-191.726577759
6750,2016-02-11T00:59:27.734316,-200.874908447
6760,2016-02-11T00:59:27.919856,-192.321380615
6770,2016-02-11T00:59:28.104564,-187.800964355
6780,2016-02-11T00:59:28.292030,-180.592544556
6790,2016-02-11T00:59:28.477468,-192.288787842
6800,2016-02-11T00:59:28.658239,-190.196563721
6810,2016-02-11T00:59:28.880336,-194.031585693
6820,2016-02-11T00:59:29.080330,-184.327301025
6830,2016-02-11T00:59:29.266283,-198.401138306
6840,2016-02-11T00:59:29.446297,-186.339706421
6850,2016-02-11T00:59:29.630581,-188.683654785
6860,2016-02-11T00:59:29.836631,-193.203384399
6870,2016-02-11T00:59:30.110494,-191.393203735
6880,2016-02-11T00:59:30.346405,-193.24307251
6890,2016-02-11T00:59:30.552114,-191.725234985
6900,2016-02-11T00:59:30.738592,-188.857345581
6910,2016-02-11T00:59:30.933619,-189.443969727
6920,2016-02-11T00:59:31.118736,-187.636459351
6930,2016-02-11T00:59:31.298023,-194.582427979
6940,2016-02-11T00:59:31.488685,-190.931152344
6950,2016-02-11T00:59:31.671794,-191.237792969
6960,2016-02-11T00:59:31.866658,-192.444259644
6970,2016-02-11T00:59:32.059855,-189.805038452
6980,2016-02-11T00:59:32.238098,-189.560180664
6990,2016-02-11T00:59:32.413371,-192.54776001
7000,2016-02-11T00:59:40.758185,-195.34715271
7010,2016-02-11T00:59:40.951604,-190.29876709
7020,2016-02-11T00:59:41.134069,-189.626602173
7030,2016-02-11T00:59:41.307452,-194.38369751
7040,2016-02-11T00:59:41.492475,-191.113357544
7050,2016-02-11T00:59:41.676388,-186.491622925
7060,2016-02-11T00:59:41.869017,-196.435943604
7070,2016-02-11T00:59:42.051084,-183.776657104
7080,2016-02-11T00:59:42.237732,-196.74861145
7090,2016-02-11T00:59:42.412197,-183.913833618
7100,2016-02-11T00:59:42.603786,-193.310501099
7110,2016-02-11T00:59:42.790785,-194.135452271
7120,2016-02-11T00:59:42.979061,-187.306655884
7130,2016-02-11T00:59:43.165074,-174.35017395
7140,2016-02-11T00:59:43.346085,-194.556594849
7150,2016-02-11T00:59:44.147189,-188.676834106
7160,2016-02-11T00:59:44.332756,-196.29888916
7170,2016-02-11T00:59:44.503292,-192.394592285
7180,2016-02-11T00:59:44.684306,-195.536132812
7190,2016-02-11T00:59:44.910642,-190.0103302
7200,2016-02-11T00:59:45.154257,-189.327377319
7210,2016-02-11T00:59:45.380277,-188.563674927
7220,2016-02-11T00:59:45.564821,-191.203262329
7230,2016-02-11T00:59:45.743762,-202.172409058
7240,2016-02-11T00:59:45.941056,-189.316619873
7250,2016-02-11T00:59:46.121564,-191.214141846
7260,2016-02-11T00:59:46.299813,-191.203567505
7270,2016-02-11T00:59:46.488068,-191.596588135
7280,2016-02-11T00:59:46.684631,-190.595413208
7290,2016-02-11T00:59:46.873920,-198.480316162
7300,2016-02-11T00:59:47.055438,-185.572769165
7310,2016-02-11T00:59:47.233954,-190.058380127
7320,2016-02-11T00:59:47.418326,-185.541229248
7330,2016-02-11T00:59:47.595900,-183.34197998
7340,2016-02-11T00:59:47.776567,-177.36340332
7350,2016-02-11T00:59:47.965227,-191.883514404
7360,2016-02-11T00:59:48.146438,-178.426498413
7370,2016-02-11T00:59:48.328108,-194.361938477
7380,2016-02-11T00:59:48.507675,-189.814941406
7390,2016-02-11T00:59:48.685097,-194.817657471
7400,2016-02-11T00:59:48.903950,-189.065216064
7410,2016-02-11T00:59:49.135899,-184.680603027
7420,2016-02-11T00:59:49.320661,-182.70262146
7430,2016-02-11T00:59:49.503111,-186.318161011
7440,2016-02-11T00:59:49.679695,-193.165328979
7450,2016-02-11T00:59:49.911211,-179.703521729
7460,2016-02-11T00:59:50.161265,-186.329544067
7470,2016-02-11T00:59:50.380058,-178.836975098
7480,2016-02-11T00:59:50.569961,-191.001480103
7490,2016-02-11T00:59:50.750648,-182.839096069
7500,2016-02-11T00:59:56.631444,-187.216918945
7510,2016-02-11T00:59:56.820109,-185.867126465
7520,2016-02-11T00:59:57.000055,-189.152786255
7530,2016-02-11T00:59:57.179694,-186.46043396
7540,2016-02-11T00:59:57.358026,-190.102127075
7550,2016-02-11T00:59:57.538475,-178.459594727
7560,2016-02-11T00:59:57.714324,-179.108596802
7570,2016-02-11T00:59:57.899769,-194.247192383
7580,2016-02-11T00:59:58.085554,-196.640487671
7590,2016-02-11T00:59:58.271078,-184.780761719
7600,2016-02-11T00:59:58.447110,-188.036560059
7610,2016-02-11T00:59:58.632917,-189.164154053
7620,2016-02-11T00:59:58.815628,-191.297973633
7630,2016-02-11T00:59:59.053585,-193.496520996
7640,2016-02-11T00:59:59.232820,-182.155044556
7650,2016-02-11T00:59:59.407474,-188.499816895
7660,2016-02-11T00:59:59.590012,-181.953765869
7670,2016-02-11T00:59:59.772159,-184.487747192
7680,2016-02-11T01:00:00.076638,-185.820755005
7690,2016-02-11T01:00:00.337927,-183.604187012
7700,2016-02-11T01:00:01.161617,-185.09375
7710,2016-02-11T01:00:01.334605,-183.480117798
7720,2016-02-11T01:00:01.511616,-184.495056152
7730,2016-02-11T01:00:01.688781,-186.344100952
7740,2016-02-11T01:00:01.882256,-196.80607605
7750,2016-02-11T01:00:02.065482,-186.881057739
7760,2016-02-11T01:00:02.238868,-182.736526489
7770,2016-02-11T01:00:02.422115,-182.414550781
7780,2016-02-11T01:00:02.602700,-192.869232178
7790,2016-02-11T01:00:02.776771,-179.643692017
7800,2016-02-11T01:00:02.965360,-191.521789551
7810,2016-02-11T01:00:03.142994,-177.884506226
7820,2016-02-11T01:00:03.321314,-192.157592773
7830,2016-02-11T01:00:03.507231,-194.870452881
7840,2016-02-11T01:00:03.691642,-188.2552948
7850,2016-02-11T01:00:03.923583,-187.769088745
7860,2016-02-11T01:00:04.112297,-177.461090088
7870,2016-02-11T01:00:04.298887,-191.126602173
7880,2016-02-11T01:00:04.479630,-189.341094971
7890,2016-02-11T01:00:04.657615,-189.532897949
7900,2016-02-11T01:00:04.877383,-191.374435425
7910,2016-02-11T01:00:05.149345,-194.710952759
7920,2016-02-11T01:00:05.376422,-188.045547485
7930,2016-02-11T01:00:05.551719,-186.605819702
7940,2016-02-11T01:00:05.729033,-188.847320557
7950,2016-02-11T01:00:05.918025,-188.210327148
7960,2016-02-11T01:00:06.099014,-187.046600342
7970,2016-02-11T01:00:06.271691,-178.813827515
7980,2016-02-11T01:00:06.449194,-170.959030151
7990,2016-02-11T01:00:06.639553,-179.379547119
8000,2016-02-11T01:00:12.875123,-187.599060059
8010,2016-02-11T01:00:13.114995,-191.669799805
8020,2016-02-11T01:00:13.345589,-186.326049805
8030,2016-02-11T01:00:13.567939,-172.448043823
8040,2016-02-11T01:00:13.805239,-181.533966064
8050,2016-02-11T01:00:14.065372,-194.208236694
8060,2016-02-11T01:00:14.297807,-179.982574463
8070,2016-02-11T01:00:14.546016,-187.551971436
8080,2016-02-11T01:00:14.782544,-184.111618042
8090,2016-02-11T01:00:15.055490,-192.25151062
8100,2016-02-11T01:00:15.300154,-188.278991699
8110,2016-02-11T01:00:15.557237,-188.947311401
8120,2016-02-11T01:00:15.783391,-187.651641846
8130,2016-02-11T01:00:16.137341,-184.132247925
8140,2016-02-11T01:00:16.375342,-189.013595581
8150,2016-02-11T01:00:16.604963,-188.502731323
8160,2016-02-11T01:00:16.859471,-191.314041138
8170,2016-02-11T01:00:17.094130,-188.236236572
8180,2016-02-11T01:00:17.338303,-176.238204956
8190,2016-02-11T01:00:17.562769,-191.939117432
8200,2016-02-11T01:00:17.792796,-187.354644775
8210,2016-02-11T01:00:18.040738,-182.897949219
8220,2016-02-11T01:00:18.284247,-182.699035645
8230,2016-02-11T01:00:18.580264,-185.498168945
8240,2016-02-11T01:00:18.816386,-189.198226929
8250,2016-02-11T01:00:19.731172,-187.043304443
8260,2016-02-11T01:00:19.951074,-181.508148193
8270,2016-02-11T01:00:20.124106,-183.122344971
8280,2016-02-11T01:00:20.315820,-186.597854614
8290,2016-02-11T01:00:20.524300,-182.903625488
8300,2016-02-11T01:00:20.717929,-188.282943726
8310,2016-02-11T01:00:21.043696,-182.104446411
8320,2016-02-11T01:00:21.257340,-180.642974854
8330,2016-02-11T01:00:21.430372,-189.144195557
8340,2016-02-11T01:00:21.611194,-181.127151489
8350,2016-02-11T01:00:21.783472,-179.520858765
8360,2016-02-11T01:00:21.983448,-180.714004517
8370,2016-02-11T01:00:22.159750,-183.196228027
8380,2016-02-11T01:00:22.337084,-188.79699707
8390,2016-02-11T01:00:22.512110,-192.145904541
8400,2016-02-11T01:00:22.683664,-179.684020996
8410,2016-02-11T01:00:22.892181,-183.456497192
8420,2016-02-11T01:00:23.072792,-183.112945557
8430,2016-02-11T01:00:23.256784,-177.802612305
8440,2016-02-11T01:00:23.473676,-187.843383789
8450,2016-02-11T01:00:23.691679,-181.48890686
8460,2016-02-11T01:00:23.905428,-183.019302368
8470,2016-02-11T01:00:24.095897,-190.033828735
8480,2016-02-11T01:00:24.306264,-181.718933105
8490,2016-02-11T01:00:24.491721,-177.397384644
8500,2016-02-11T01:00:33.887545,-180.496109009
8510,2016-02-11T01:00:34.065750,-185.328125
8520,2016-02-11T01:00:34.243804,-185.779388428
8530,2016-02-11T01:00:34.426663,-185.53263855
8540,2016-02-11T01:00:34.611804,-187.994476318
8550,2016-02-11T01:00:34.801521,-182.162734985
8560,2016-02-11T01:00:35.058188,-177.27973938
8570,2016-02-11T01:00:35.296836,-188.658493042
8580,2016-02-11T01:00:35.524986,-186.627944946
8590,2016-02-11T01:00:35.766445,-181.138046265
8600,2016-02-11T01:00:36.159484,-177.225494385
8610,2016-02-11T01:00:36.347636,-181.922515869
8620,2016-02-11T01:00:36.532400,-170.66557312
8630,2016-02-11T01:00:36.724340,-175.303344727
8640,2016-02-11T01:00:36.935281,-182.2290802
8650,2016-02-11T01:00:37.117890,-184.007049561
8660,2016-02-11T01:00:37.297721,-177.829315186
8670,2016-02-11T01:00:37.515056,-187.378234863
8680,2016-02-11T01:00:37.694493,-180.917633057
8690,2016-02-11T01:00:37.896603,-183.565414429
8700,2016-02-11T01:00:38.069886,-175.847991943
8710,2016-02-11T01:00:38.243282,-186.909332275
8720,2016-02-11T01:00:38.424121,-185.176803589
8730,2016-02-11T01:00:38.602228,-176.415115356
8740,2016-02-11T01:00:38.779665,-180.934799194
8750,2016-02-11T01:00:38.963814,-184.206634521
8760,2016-02-11T01:00:39.150614,-179.989486694
8770,2016-02-11T01:00:39.339307,-175.586364746
8780,2016-02-11T01:00:39.525371,-179.603302002
8790,2016-02-11T01:00:39.735887,-178.279693604
8800,2016-02-11T01:00:40.830629,-184.77734375
8810,2016-02-11T01:00:41.115287,-184.033477783
8820,2016-02-11T01:00:41.338288,-178.158599854
8830,2016-02-11T01:00:41.515494,-183.702972412
8840,2016-02-11T01:00:41.695102,-174.471282959
8850,2016-02-11T01:00:41.877092,-174.346618652
8860,2016-02-11T01:00:42.060148,-176.210006714
8870,2016-02-11T01:00:42.237608,-183.949478149
8880,2016-02-11T01:00:42.438496,-184.815795898
8890,2016-02-11T01:00:42.620546,-183.596038818
8900,2016-02-11T01:00:42.815744,-185.425079346
8910,2016-02-11T01:00:43.005308,-179.233169556
8920,2016-02-11T01:00:43.179533,-186.277755737
8930,2016-02-11T01:00:43.360259,-181.713165283
8940,2016-02-11T01:00:43.547757,-183.869369507
8950,2016-02-11T01:00:43.728242,-180.852874756
8960,2016-02-11T01:00:43.910643,-176.962188721
8970,2016-02-11T01:00:44.094875,-177.449508667
8980,2016-02-11T01:00:44.273762,-179.33215332
8990,2016-02-11T01:00:44.457060,-175.938598633
9000,2016-02-11T01:00:50.477000,-177.335189819
9010,2016-02-11T01:00:50.658388,-183.653594971
9020,2016-02-11T01:00:50.868120,-180.227798462
9030,2016-02-11T01:00:51.132524,-181.549530029
9040,2016-02-11T01:00:51.352177,-174.062591553
9050,2016-02-11T01:00:51.533118,-175.395141602
9060,2016-02-11T01:00:51.715145,-172.369125366
9070,2016-02-11T01:00:51.900433,-175.872970581
9080,2016-02-11T01:00:52.088288,-177.847427368
9090,2016-02-11T01:00:52.274985,-186.492279053
9100,2016-02-11T01:00:52.452630,-178.954818726
9110,2016-02-11T01:00:52.629797,-180.968765259
9120,2016-02-11T01:00:52.813006,-169.484222412
9130,2016-02-11T01:00:52.995746,-188.048202515
9140,2016-02-11T01:00:53.171296,-177.510604858
9150,2016-02-11T01:00:53.391737,-176.068283081
9160,2016-02-11T01:00:53.598187,-179.372848511
9170,2016-02-11T01:00:53.768361,-186.346969604
9180,2016-02-11T01:00:53.949059,-172.949829102
9190,2016-02-11T01:00:54.130981,-178.114318848
9200,2016-02-11T01:00:54.311774,-178.491149902
9210,2016-02-11T01:00:54.494932,-182.722503662
9220,2016-02-11T01:00:54.669530,-169.575820923
9230,2016-02-11T01:00:54.898881,-178.369567871
9240,2016-02-11T01:00:55.087989,-187.776931763
9250,2016-02-11T01:00:55.259635,-173.274887085
9260,2016-02-11T01:00:55.444129,-174.048950195
9270,2016-02-11T01:00:55.633440,-181.018493652
9280,2016-02-11T01:00:55.814896,-181.031036377
9290,2016-02-11T01:00:56.077361,-172.299255371
9300,2016-02-11T01:00:56.315190,-180.091659546
9310,2016-02-11T01:00:56.518278,-182.095001221
9320,2016-02-11T01:00:56.702429,-183.321334839
9330,2016-02-11T01:00:56.890010,-179.626602173
9340,2016-02-11T01:00:57.067514,-173.112503052
9350,2016-02-11T01:00:57.815208,-179.503265381
9360,2016-02-11T01:00:58.004666,-181.097167969
9370,2016-02-11T01:00:58.182851,-179.552658081
9380,2016-02-11T01:00:58.371794,-185.17515564
9390,2016-02-11T01:00:58.554003,-176.342376709
9400,2016-02-11T01:00:58.737707,-182.407806396
9410,2016-02-11T01:00:58.918834,-170.577209473
9420,2016-02-11T01:00:59.105981,-181.978225708
9430,2016-02-11T01:00:59.293763,-180.501998901
9440,2016-02-11T01:00:59.471575,-166.147949219
9450,2016-02-11T01:00:59.651908,-182.034622192
9460,2016-02-11T01:00:59.878155,-175.972732544
9470,2016-02-11T01:01:00.074622,-182.779922485
9480,2016-02-11T01:01:00.258673,-184.962051392
9490,2016-02-11T01:01:00.436948,-180.162475586
9500,2016-02-11T01:01:06.638282,-176.3699646
9510,2016-02-11T01:01:06.910379,-175.7787323
9520,2016-02-11T01:01:07.094029,-175.497070312
9530,2016-02-11T01:01:07.272181,-183.363952637
9540,2016-02-11T01:01:07.448425,-171.548431396
9550,2016-02-11T01:01:07.633176,-169.591217041
9560,2016-02-11T01:01:07.816723,-179.765975952
9570,2016-02-11T01:01:08.007427,-176.255447388
9580,2016-02-11T01:01:08.189010,-174.656936646
9590,2016-02-11T01:01:08.373682,-184.311126709
9600,2016-02-11T01:01:08.559752,-178.979415894
9610,2016-02-11T01:01:08.740212,-175.608551025
9620,2016-02-11T01:01:08.920247,-176.986602783
9630,2016-02-11T01:01:09.106073,-172.776290894
9640,2016-02-11T01:01:09.291416,-176.854705811
9650,2016-02-11T01:01:09.473849,-181.230819702
9660,2016-02-11T01:01:09.654060,-172.64704895
9670,2016-02-11T01:01:09.859247,-174.995697021
9680,2016-02-11T01:01:10.056303,-173.738708496
9690,2016-02-11T01:01:10.230218,-181.67048645
9700,2016-02-11T01:01:10.409266,-175.559417725
9710,2016-02-11T01:01:10.592333,-169.72543335
9720,2016-02-11T01:01:10.773600,-180.560180664
9730,2016-02-11T01:01:11.061923,-167.128509521
9740,2016-02-11T01:01:11.333472,-179.203811646
9750,2016-02-11T01:01:11.587248,-171.110290527
9760,2016-02-11T01:01:11.772723,-181.727005005
9770,2016-02-11T01:01:11.954772,-179.242401123
9780,2016-02-11T01:01:12.230298,-168.480194092
9790,2016-02-11T01:01:12.428776,-174.818206787
9800,2016-02-11T01:01:12.607239,-180.498413086
9810,2016-02-11T01:01:12.791213,-178.751876831
9820,2016-02-11T01:01:12.974092,-183.190155029
9830,2016-02-11T01:01:13.154680,-181.593170166
9840,2016-02-11T01:01:13.332175,-176.879684448
9850,2016-02-11T01:01:13.526009,-175.384613037
9860,2016-02-11T01:01:13.709274,-167.918319702
9870,2016-02-11T01:01:13.892472,-181.489440918
9880,2016-02-11T01:01:14.081013,-177.602554321
9890,2016-02-11T01:01:14.261811,-168.34046936
9900,2016-02-11T01:01:15.195873,-177.123977661
9910,2016-02-11T01:01:15.372071,-179.643203735
9920,2016-02-11T01:01:15.554931,-175.014709473
9930,2016-02-11T01:01:15.735642,-177.477737427
9940,2016-02-11T01:01:16.010242,-171.072494507
9950,2016-02-11T01:01:16.284226,-170.84777832
9960,2016-02-11T01:01:16.532968,-171.614440918
9970,2016-02-11T01:01:16.708369,-181.524368286
9980,2016-02-11T01:01:16.897968,-176.423812866
9990,2016-02-11T01:01:17.078933,-173.619613647
10000,2016-02-11T01:01:23.451441,-177.455078125
10010,2016-02-11T01:01:23.628692,-176.069198608
10020,2016-02-11T01:01:23.812399,-178.577713013
10030,2016-02-11T01:01:24.004730,-168.135726929
10040,2016-02-11T01:01:24.200141,-174.072479248
10050,2016-02-11T01:01:24.383587,-164.493392944
10060,2016-02-11T01:01:24.560544,-178.147644043
10070,2016-02-11T01:01:24.743321,-176.406402588
10080,2016-02-11T01:01:24.955698,-172.990509033
10090,2016-02-11T01:01:25.132218,-172.005905151
10100,2016-02-11T01:01:25.313919,-171.921615601
10110,2016-02-11T01:01:25.501662,-173.779495239
10120,2016-02-11T01:01:25.678429,-175.186386108
10130,2016-02-11T01:01:25.912969,-167.719924927
10140,2016-02-11T01:01:26.207254,-164.945327759
10150,2016-02-11T01:01:26.463890,-176.608795166
10160,2016-02-11T01:01:26.656180,-173.800765991
10170,2016-02-11T01:01:26.843112,-171.009094238
10180,2016-02-11T01:01:27.027425,-173.76940918
10190,2016-02-11T01:01:27.232989,-171.064117432
10200,2016-02-11T01:01:27.427574,-178.906890869
10210,2016-02-11T01:01:27.608109,-172.501663208
10220,2016-02-11T01:01:27.782769,-166.11706543
10230,2016-02-11T01:01:27.972436,-171.954925537
10240,2016-02-11T01:01:28.162259,-169.188552856
10250,2016-02-11T01:01:28.366397,-173.815795898
10260,2016-02-11T01:01:28.551071,-169.107635498
10270,2016-02-11T01:01:28.729665,-178.798538208
10280,2016-02-11T01:01:28.917584,-172.287811279
10290,2016-02-11T01:01:29.099115,-170.594604492
10300,2016-02-11T01:01:29.283628,-164.061645508
10310,2016-02-11T01:01:29.464042,-171.294708252
10320,2016-02-11T01:01:29.642845,-171.525268555
10330,2016-02-11T01:01:29.839335,-172.189453125
10340,2016-02-11T01:01:30.034465,-172.237167358
10350,2016-02-11T01:01:30.206694,-176.581954956
10360,2016-02-11T01:01:30.386376,-169.127990723
10370,2016-02-11T01:01:30.567377,-180.928985596
10380,2016-02-11T01:01:30.760388,-178.092498779
10390,2016-02-11T01:01:31.010591,-178.049758911
10400,2016-02-11T01:01:31.284291,-180.012557983
10410,2016-02-11T01:01:31.576984,-176.953918457
10420,2016-02-11T01:01:31.753889,-176.003555298
10430,2016-02-11T01:01:31.934188,-181.248672485
10440,2016-02-11T01:01:32.109578,-169.146438599
10450,2016-02-11T01:01:32.972822,-169.693710327
10460,2016-02-11T01:01:33.160344,-171.777770996
10470,2016-02-11T01:01:33.340364,-169.854766846
10480,2016-02-11T01:01:33.537307,-179.327133179
10490,2016-02-11T01:01:33.758244,-172.494857788
10500,2016-02-11T01:01:43.403897,-173.530975342
10510,2016-02-11T01:01:43.596453,-165.567092896
10520,2016-02-11T01:01:43.774930,-168.493026733
10530,2016-02-11T01:01:43.959373,-168.29826355
10540,2016-02-11T01:01:44.138801,-167.122085571
10550,2016-02-11T01:01:44.314065,-168.283966064
10560,2016-02-11T01:01:44.505325,-172.883163452
10570,2016-02-11T01:01:44.689676,-174.667785645
10580,2016-02-11T01:01:44.907243,-173.857681274
10590,2016-02-11T01:01:45.098185,-165.278610229
10600,2016-02-11T01:01:45.291526,-173.490905762
10610,2016-02-11T01:01:45.460015,-166.564743042
10620,2016-02-11T01:01:45.643171,-180.598358154
10630,2016-02-11T01:01:45.844551,-168.239898682
10640,2016-02-11T01:01:46.106249,-165.271789551
10650,2016-02-11T01:01:46.341378,-174.219726562
10660,2016-02-11T01:01:46.563759,-169.467575073
10670,2016-02-11T01:01:46.747290,-167.702133179
10680,2016-02-11T01:01:46.928831,-174.872543335
10690,2016-02-11T01:01:47.111492,-165.089172363
10700,2016-02-11T01:01:47.307690,-169.264419556
10710,2016-02-11T01:01:47.491551,-161.675628662
